Vendor ID,Vendor Name,Inactive,Contact,Address-Line One,Address-Line Two,City,State,Zip,Country,Vend Type,1099 Type,Telephone 1,Telephone 2,Fax Number,Vendor E-mail,Vendor Web Site,Expense Account,Tax ID Number,Account Number,Ship Via,Use Standard Terms,C.O.D. Terms,Prepaid Terms,Terms Type,Due Days,Discount Days,Discount Percent,Credit Limit,Due Month End Terms,Name Long,Address Long,Special Note,Tax ID,Branch,Vendor Since Date,ID Replacement,Use Payment Settings,Vendor Payment Method,Vendor Cash Account
LPARTTE01,"Part tech Automation Co., Ltd.",FALSE,,,,,,,,L,0,,,,,,3121-0000-0,,,0,TRUE,FALSE,FALSE,FALSE,30,0,0.00000,"999,999,999.00",FALSE,,,,,,,0,TRUE,,
LPASANR01,"Pasanrungrueng Ltd.,Part.",FALSE,,,,,,,,L,0,,,,,,3121-0000-0,,,0,TRUE,FALSE,FALSE,FALSE,30,0,0.00000,"999,999,999.00",FALSE,,,,,,,0,TRUE,,
LPASONA01,Pasona Employment Agency (Thailand) Co.,FALSE,,"Unit 1503,15th Flr.,Q.House","Lumpini Bd.,1 South Sathorn Rd","Sathorn,Bangkok",,10120,,L,0,02-3438844,,02-3438858,,,3121-0000-0,,,0,TRUE,FALSE,FALSE,FALSE,30,0,0.00000,"999,999,999.00",FALSE,,,,,,,0,TRUE,,
LPASUPP01,"P.A Supply Enterprise Co.,Ltd.",FALSE,,,,,,,,L,0,0-2840-9218,,0-2840-9220,,,3121-0000-0,,,0,TRUE,FALSE,FALSE,FALSE,30,0,0.00000,"999,999,999.00",FALSE,,,,,,,0,TRUE,,
LPATCHA01,"Patchapol Archetechr Ltd., Part.",FALSE,,,,,,,,L,0,,,,,,3121-0000-0,,,0,TRUE,FALSE,FALSE,FALSE,30,0,0.00000,"999,999,999.00",FALSE,,,,,,,0,TRUE,,
LPATCHA02,Patcharapa Pongpawasuti,FALSE,,Rojana Gardent Home Village,"172 Moo 4, Kanhalm, U-Thai",Ayutthaya,,,,L,0,,,,,,3121-0000-0,,,0,TRUE,FALSE,FALSE,FALSE,30,0,0.00000,"999,999,999.00",FALSE,,,,,,,0,TRUE,,
LPATHUM01,"Pathum Transport Ltd., Part.",FALSE,,,,,,,,L,0,,,,,,3121-0000-0,,,0,TRUE,FALSE,FALSE,FALSE,30,0,0.00000,"999,999,999.00",FALSE,,,,,,,0,TRUE,,
LPATHUM02,Mrs.Pathumwan Samredsin,FALSE,,56/3 Tharea-Thalan(Phangnea)Rd,"T.Tharea,  A.Tharea",Ayutthaya,,,,L,0,,,,,,3121-0000-0,,,0,FALSE,TRUE,FALSE,FALSE,0,0,0.00000,"999,999,999.00",FALSE,,,,,,,0,TRUE,,
LPATTAN01,"Pattananan Ptn Co.,Ltd.",FALSE,,4/1215 M.7 Khlongkum,Buengkum,Bangkok,,10230,Thailand,L,0,02-944-9695,,02-5106379,,,3121-0000-0,,,0,TRUE,FALSE,FALSE,FALSE,30,0,0.00000,"999,999,999.00",FALSE,,,,,,8/5/10,0,TRUE,,
LPCARRE01,"P.Car Rent Co., Ltd.",FALSE,,,,,,,,L,0,,,,,,3121-0000-0,,,0,TRUE,FALSE,FALSE,FALSE,30,0,0.00000,"999,999,999.00",FALSE,,,,,,,0,TRUE,,
LPCCHEM01,"PC Chemical Lube Co., Ltd.",FALSE,,,,,,,,L,0,0-2899-6790-5,,0-2899-6797,,,3121-0000-0,,,0,TRUE,FALSE,FALSE,FALSE,30,0,0.00000,"999,999,999.00",FALSE,,,,,,,0,TRUE,,
LPCRGCO01,PCRG Company Limited,FALSE,,,,,,,,L,0,02-9930768,,02-9930768,,,3121-0000-0,,,0,TRUE,FALSE,FALSE,FALSE,30,0,0.00000,"999,999,999.00",FALSE,,,,,,,0,TRUE,,
LPCTECH01,"P.C. Technigal Control Co., Ltd.",FALSE,,,,,,,,L,0,,,,,,3121-0000-0,,,0,TRUE,FALSE,FALSE,FALSE,30,0,0.00000,"999,999,999.00",FALSE,,,,,,,0,TRUE,,
LPDSALE01,"PD Sale and Service Co., Ltd.",FALSE,,,,,,,,L,0,,,,,,3121-0000-0,,,0,TRUE,FALSE,FALSE,FALSE,30,0,0.00000,"999,999,999.00",FALSE,,,,,,,0,TRUE,,
LPDTRAD01,P.D. Trading,FALSE,,,,,,,,L,0,,,,,,3121-0000-0,,,0,TRUE,FALSE,FALSE,FALSE,30,0,0.00000,"999,999,999.00",FALSE,,,,,,,0,TRUE,,
LPEA00001,P.E.A.,FALSE,,,,,,,,L,0,,,,,,3121-0000-0,,,0,TRUE,FALSE,FALSE,FALSE,30,0,0.00000,"999,999,999.00",FALSE,,,,,,,0,TRUE,,
LPEAKPO01,"Peak Power System Co., Ltd.",FALSE,K.Chanthakorn,91/30 M. 9 Soi Ngamwongwan 3,T.Bangkrasor A.Muang,Nonthaburi,,11000,THAILAND,L,0,02-9527288-9,,02-9526422,,,3121-0000-0,,,0,TRUE,FALSE,FALSE,FALSE,30,0,0.00000,"999,999,999.00",FALSE,,,,,,6/30/11,0,TRUE,,
LPEECHU01,"Pee Chung Wa Co., Ltd.",FALSE,,,,,,,,L,0,,,,,,3121-0000-0,,,0,TRUE,FALSE,FALSE,FALSE,30,0,0.00000,"999,999,999.00",FALSE,,,,,,,0,TRUE,,
LPELMEC01,Pelmec Thai Limited,FALSE,,,,,,,,L,0,,,,,,3121-0000-0,,,0,TRUE,FALSE,FALSE,FALSE,30,0,0.00000,"999,999,999.00",FALSE,,,,,,,0,TRUE,,
LPENCHA01,"Penchai Marketing Co., Ltd.",FALSE,,,,,,,,L,0,,,,,,3121-0000-0,,,0,TRUE,FALSE,FALSE,FALSE,30,0,0.00000,"999,999,999.00",FALSE,,,,,,,0,TRUE,,
LPENTAT01,"Penta Technic (Thaialnd) Co., Ltd.",FALSE,,,,,,,,L,0,,,,,,3121-0000-0,,,0,TRUE,FALSE,FALSE,FALSE,30,0,0.00000,"999,999,999.00",FALSE,,,,,,,0,TRUE,,
LPERFEC01,Perfect Compressed Air Technology,FALSE,Mr.Poonsith,"119/18 M.11 Soi Tiwanon 3,","Taladkhuan, A.Muang Nonthaburi",11000,,,Thaiand,L,0,02-5254968,,02-5254969,perfect.pcat@gmail.com,,3121-0000-0,,,0,TRUE,FALSE,FALSE,FALSE,30,0,0.00000,"999,999,999.00",FALSE,,,,,,2/28/14,0,TRUE,,
LPERFECT01,PERFECT COMPRESSED AIR TECHNOLOGY,FALSE,MR.PUSIT,"119/18 M. 11 SOI TIWANON,","T.TALADKWAN, A.NONTABURI",11000,,,THAILAND,L,0,02-5254968-9,,02-5254969,,,3121-0000-0,,,0,TRUE,FALSE,FALSE,FALSE,30,0,0.00000,"999,999,999.00",FALSE,,,,,,11/29/10,0,TRUE,,
LPERSON01,Personnel Consultant Manpower,FALSE,,,,,,,,L,0,,,,,,3121-0000-0,,,0,TRUE,FALSE,FALSE,FALSE,30,0,0.00000,"999,999,999.00",FALSE,,,,,,,0,TRUE,,
LPETEKS01,Petek Supply & Service (Thailand),FALSE,,26/202 Moo 18 Navathai Estate,Klongnueng Klongluang,Pathumthani,,12120,Thaiand,,0,02-5296381,,02-9087949,,,3121-0000-0,,,0,TRUE,FALSE,FALSE,FALSE,30,0,0.00000,"999,999,999.00",FALSE,,,,,,8/22/08,0,TRUE,,
LPETEXS01,"Petex Supply Service (Thailand) Co.,Ltd",FALSE,,26/202 Moo 18 Navathai Estate,Klongnueng Klongluang,Pathumthani,,12120,Thaiand,,0,02-52396381,,02-9087949,,,3121-0000-0,,,0,TRUE,FALSE,FALSE,FALSE,30,0,0.00000,"999,999,999.00",FALSE,,,,,,7/7/08,0,TRUE,,
LPGTECH01,"PG Technology(Thailand)Co.,Ltd.",FALSE,K.Apiwat,"26/185-187 Moo 18,T.Klongnueng","A.Klongluang,",Pathumthani,,12120,Thailand,L,0,02-5295839,02-5295841,02-5295840,pgtechnology@pgtech.co.th,,3121-0000-0,,K.Apichaya,0,TRUE,FALSE,FALSE,FALSE,30,0,0.00000,"999,999,999.00",FALSE,,,,,,1/19/17,0,TRUE,,
LPHAKEE01,"Phakee Instrument Co., Ltd.",FALSE,,,,,,,,L,0,,,,,,3121-0000-0,,,0,TRUE,FALSE,FALSE,FALSE,30,0,0.00000,"999,999,999.00",FALSE,,,,,,,0,TRUE,,
LPHANDE01,Phandechatham Solicitor & Business,FALSE,,"477 Jaransanitvong 68 Soi,","Jaransanitvong Rd.,Bang-pat,","Bang-pat,Bangkok",,10700,,L,0,,,,,,3121-0000-0,,,0,TRUE,FALSE,FALSE,FALSE,30,0,0.00000,"999,999,999.00",FALSE,,,,,,,0,TRUE,,
LPHANMA01,Phanmaingam,FALSE,,,,,,,,L,0,01-6133272,,,,,3121-0000-0,,,0,TRUE,FALSE,FALSE,FALSE,30,0,0.00000,"999,999,999.00",FALSE,,,,,,,0,TRUE,,
LPHATTH01,Phattharaphon Engineering And Supply,FALSE,,"19/6 Phaholyothin Rd., Kwang","Klongthanon ,Saimai",Bangkok,,10220,Thailand,L,0,084-9158517,083-0341814,02-9940908,,,3121-0000-0,,,0,TRUE,FALSE,FALSE,FALSE,30,0,0.00000,"999,999,999.00",FALSE,,,,,,9/26/09,0,TRUE,,
LPHOLDH01,"Phol Dhanya Co., Ltd.",FALSE,,,,,,,,L,0,,,,,,3121-0000-0,,,0,TRUE,FALSE,FALSE,FALSE,30,0,0.00000,"999,999,999.00",FALSE,,,,,,,0,TRUE,,
LPHUSUW01,"Phusuwan Intertrade Co., Ltd.",FALSE,,,,,,,,L,0,02-9916104-5,,02-9916106,,,3121-0000-0,,,0,TRUE,FALSE,FALSE,FALSE,30,0,0.00000,"999,999,999.00",FALSE,,,,,,,0,TRUE,,
LPINGTR01,Ping Travel,FALSE,,,,,,,,L,0,,,,,,3121-0000-0,,,0,TRUE,FALSE,FALSE,FALSE,30,0,0.00000,"999,999,999.00",FALSE,,,,,,,0,TRUE,,
LPINNACL01,"Pinnacle Products Co., Ltd.",FALSE,,,,,,,,L,0,02-6630143,02-6630144,02-6632261,PINNACLE_99@HOTMAIL.COM.,,3121-0000-0,,,0,TRUE,FALSE,FALSE,FALSE,30,0,0.00000,"999,999,999.00",FALSE,,,,,,,0,TRUE,,
LPINSHI01,PIN SHINE ELECTRONICS (THAILAND)CO.LTD.,FALSE,,810 MOO 4.BANGPOO INDUSTRIAL,"ESTATE, SUKHUMVIT ROAD,",10280,,,Samutsakhon,L,0,662-7096871-4,,662-7096870,th.ptplan@pinshine.com,,3121-0000-0,,,0,TRUE,FALSE,FALSE,FALSE,30,0,0.00000,"999,999,999.00",FALSE,,,,,,2/4/12,0,TRUE,,
LPINTEL01,P Intelligent Company Limited,FALSE,,,,,,,,L,0,,,,,,3121-0000-0,,,0,TRUE,FALSE,FALSE,FALSE,30,0,0.00000,"999,999,999.00",FALSE,,,,,,,0,TRUE,,
LPIYAAY01,Piya Ayuythaya Electric,FALSE,,,,,,,,L,0,,,,,,3121-0000-0,,,0,TRUE,FALSE,FALSE,FALSE,30,0,0.00000,"999,999,999.00",FALSE,,,,,,,0,TRUE,,
LPJGARM01,P.J.Garment (Thailand),FALSE,,,,,,,,L,0,,,,,,3121-0000-0,,,0,TRUE,FALSE,FALSE,FALSE,30,0,0.00000,"999,999,999.00",FALSE,,,,,,,0,TRUE,,
LPKNENG01,"P.K.N. Engineering Co., Ltd.",FALSE,,,,,,,,L,0,,,,,,3121-0000-0,,,0,TRUE,FALSE,FALSE,FALSE,30,0,0.00000,"999,999,999.00",FALSE,,,,,,,0,TRUE,,
LPKRUBB01,"P.K.Rubber Seal Hole&Machine Co.,Ltd.",FALSE,Khun Natthaphon,111/7 M.5 Phutthamonthon Sai 4,T.Krathumlom A.Samphran,Nakhonprathom,,73220,,L,0,02-4313104-5,,02-4313106,pk_rubber@hotmail.com,,3121-0000-0,,0818192039,0,TRUE,FALSE,FALSE,FALSE,30,0,0.00000,"999,999,999.00",FALSE,,,,,,3/11/14,0,TRUE,,
LPKSERV01,"Pk Service And Supply Co.,Ltd.",FALSE,,36/20 Moo.1 T.Pangew,A.Muang,Angthong,,14000,Thaiand,,0,035-851016,,"035-851106,227305",,,3121-0000-0,,,0,TRUE,FALSE,FALSE,FALSE,30,0,0.00000,"999,999,999.00",FALSE,,,,,,10/20/08,0,TRUE,,
LPLAMAT01,"Pla Matels (Thailand) Co.,Ltd.",FALSE,,159/39 Sukhumvit 21(Asoke) Rd.,"Klongtoey-Nua, Wattana",Bangkok,,10110,,L,0,02-2581985-8,,02-2581989,"kenji.takeda@plamatels.com,sales-support.th@plamatels.com",,3121-0000-0,,,0,TRUE,FALSE,FALSE,FALSE,30,0,0.00000,"999,999,999.00",FALSE,,,,,,7/24/18,0,TRUE,,
LPLANTC01,"Plant Control System Co.,Ltd.",FALSE,,,,,,,,L,0,,,,,,3121-0000-0,,,0,TRUE,FALSE,FALSE,FALSE,30,0,0.00000,"999,999,999.00",FALSE,,,,,,,0,TRUE,,
LPLASTI01,"Plastics Khwanthong Ltd., Part.",FALSE,,,,,,,,L,0,02-8865615-6,,02-8865202,,,2101-0000-0,,,0,TRUE,FALSE,FALSE,FALSE,30,0,0.00000,"999,999,999.00",FALSE,,,,,,,0,TRUE,,
LPLICCO01,"Plic Corp., Ltd.",FALSE,,,,,,,,L,0,,,,,,3121-0000-0,,,0,TRUE,FALSE,FALSE,FALSE,30,0,0.00000,"999,999,999.00",FALSE,,,,,,,0,TRUE,,
LPLICCO02,"Plic Corporation Ltd., Part.",TRUE,,,,,,,,L,0,,,,,,3121-0000-0,,,0,TRUE,FALSE,FALSE,FALSE,30,0,0.00000,"999,999,999.00",FALSE,,,,,,,0,TRUE,,
LPLICSA01,"Plic Sanwa Engineering Co.,Ltd.",FALSE,,19/57-58 M.10 Phahol Yothin,"km.43 ,Klongnueng ,Klongluang",Phathumthani,,12120,Thailand,L,0,02-5204045,,02-5293294,,,3121-0000-0,,,0,TRUE,FALSE,FALSE,FALSE,30,0,0.00000,"999,999,999.00",FALSE,,,,,,,0,TRUE,,
LPLUSBB01,Plus-bbg Corporation,FALSE,,,,,,,,L,0,,,,,,3121-0000-0,,,0,TRUE,FALSE,FALSE,FALSE,30,0,0.00000,"999,999,999.00",FALSE,,,,,,,0,TRUE,,
LPLUSTE01,Plustech Conveyor & Engineering,FALSE,,,,,,,,L,0,,,,,,3121-0000-0,,,0,TRUE,FALSE,FALSE,FALSE,30,0,0.00000,"999,999,999.00",FALSE,,,,,,,0,TRUE,,
LPMHEAT,"P.M. Heattech Co., Ltd.",FALSE,K.Veerachart,"2 Juawkuntahan Rd.,","Ladkrabang,",BANGKOK,,10520,THAILAND,L,0,02-7375740-2,02-7376900-2,"02-7375743, 5797",,,3121-0000-0,,,0,TRUE,FALSE,FALSE,FALSE,30,0,0.00000,"999,999,999.00",FALSE,,,,,,7/12/11,0,TRUE,,
LPMTECH01,"Pm Tech Solution Co.,Ltd.",FALSE,,"138/11 Moo.2 ,Samrueun",Bang-pain,Ayutthaya,,13160,Thailand,L,0,035-719068-9,,035-331046,,,3121-0000-0,,,0,TRUE,FALSE,FALSE,FALSE,30,0,0.00000,"999,999,999.00",FALSE,,,,,,,0,TRUE,,
LPNATAC01,"P. Natachai Co., Ltd.",FALSE,,,,,,,,L,0,,,,,,3121-0000-0,,,0,TRUE,FALSE,FALSE,FALSE,30,0,0.00000,"999,999,999.00",FALSE,,,,,,,0,TRUE,,
LPNCSTA01,PNC Stainless Limited Part.,FALSE,,,,,,,,L,0,,,,,,3121-0000-0,,,0,TRUE,FALSE,FALSE,FALSE,30,0,0.00000,"999,999,999.00",FALSE,,,,,,,0,TRUE,,
LPNKTOO01,"P.N.K. Tools Co., Ltd.",FALSE,,,,,,,,L,0,,,,,,3121-0000-0,,,0,TRUE,FALSE,FALSE,FALSE,30,0,0.00000,"999,999,999.00",FALSE,,,,,,,0,TRUE,,
LPNYPER01,"P N Y Percision Parts Co.,Ltd.",FALSE,K.Suwimol,26/247-249 Moo 18 Phaholyothin,"Road Klongnueng, Klongluang,",Pathumthani,,12120,,L,0,02-5294642,,02-5293870,suwimol.pny@gmail.com,,3121-0000-0,,089-0106465,0,TRUE,FALSE,FALSE,FALSE,30,0,0.00000,"999,999,999.00",FALSE,,,,,,6/28/13,0,TRUE,,
LPOLICE01,Policeman,FALSE,,,,,,,,L,0,,,,,,3121-0000-0,,,0,TRUE,FALSE,FALSE,FALSE,30,0,0.00000,"999,999,999.00",FALSE,,,,,,,0,TRUE,,
LPOLLAP01,"Pollapat Business Co., Ltd.",FALSE,,,,,,,,L,0,,,,,,3121-0000-0,,,0,TRUE,FALSE,FALSE,FALSE,30,0,0.00000,"999,999,999.00",FALSE,,,,,,,0,TRUE,,
LPOLONI01,Polonia Heater,FALSE,,,,,,,,L,0,,,,,,3121-0000-0,,,0,TRUE,FALSE,FALSE,FALSE,30,0,0.00000,"999,999,999.00",FALSE,,,,,,,0,TRUE,,
LPOLPUN01,"Polpunt Co., Ltd.",FALSE,,,,,,,,L,0,035-212730-4,035-213700,035-212735,service@polpunt.com,,3121-0000-0,,,0,TRUE,FALSE,FALSE,FALSE,30,0,0.00000,"999,999,999.00",FALSE,,,,,,,0,TRUE,,
LPOLYST01,Poly-Star Compounds,FALSE,,,,,,,,L,0,,,,,,3121-0000-0,,,0,TRUE,FALSE,FALSE,FALSE,30,0,0.00000,"999,999,999.00",FALSE,,,,,,,0,TRUE,,
LPONGPH01,Mrs.Pongphan Siriwan,FALSE,,,,,,,,,0,,,,,,3121-0000-0,,,0,TRUE,FALSE,FALSE,FALSE,30,0,0.00000,"999,999,999.00",FALSE,,,,,,3/26/08,0,TRUE,,
LPOOLPO01,Poolpol Air and Sound,FALSE,,,,,,,,L,0,,,,,,3121-0000-0,,,0,TRUE,FALSE,FALSE,FALSE,30,0,0.00000,"999,999,999.00",FALSE,,,,,,,0,TRUE,,
LPOPSYS01,"POP System & Service Co., Ltd.",FALSE,K.Nida,75/83 M. 11 T.Klongnueng,"A.Klongluang,",PATHUMTHANI,,12120,Thaiand,L,0,02-9081855,02-9081869-71,02-9081856,,,3121-0000-0,,081-7028707 K.Pueng,0,TRUE,FALSE,FALSE,FALSE,30,0,0.00000,"999,999,999.00",FALSE,,,,,,3/25/11,0,TRUE,,
LPORITE01,"Porite Taiwan Co., Ltd.",FALSE,,,,,,,,L,0,,,,,,3121-0000-0,,,0,TRUE,FALSE,FALSE,FALSE,30,0,0.00000,"999,999,999.00",FALSE,,,,,,,0,TRUE,,
LPORNCH01,Mr. Pornchai Wongowat,FALSE,,,,,,,,L,0,081-7959851,,,,,3121-0000-0,,,0,TRUE,FALSE,FALSE,FALSE,30,0,0.00000,"999,999,999.00",FALSE,,,,,,,0,TRUE,,
LPORNMA01,"Pornmaree Technology Ltd.,Part",FALSE,,"48/37 Moo.7 Kanjanapisek Rd,","Bangbon,Bangbon Bangkok",10150,,,,,0,028939006,,028951686,,,3121-0000-0,,,0,TRUE,FALSE,FALSE,FALSE,30,0,0.00000,"999,999,999.00",FALSE,,,,,,11/22/10,0,TRUE,,
LPORTEC01,"Pro-Tech Packaging Co., Ltd.",FALSE,,,,,,,,L,0,02-5295538-9,,02-5295540,,,3121-0000-0,,,0,TRUE,FALSE,FALSE,FALSE,30,0,0.00000,"999,999,999.00",FALSE,,,,,,,0,TRUE,,
LPOSITI01,Positive Designs,FALSE,,63/14 Charoenakorn 53,Khlongsam,Banglumphoolang,,,,L,0,,,,,,3121-0000-0,,,0,TRUE,FALSE,FALSE,FALSE,30,0,0.00000,"999,999,999.00",FALSE,,,,,,,0,TRUE,,
LPOWERU01,Power Up Lubricants,FALSE,,,,,,,,L,0,,,,,,3121-0000-0,,,0,TRUE,FALSE,FALSE,FALSE,30,0,0.00000,"999,999,999.00",FALSE,,,,,,,0,TRUE,,
LPPONTI01,"PP Ontime Co.,Ltd.",FALSE,,2532 Rama3 Tower 5th floor,Trognokkade Rama3 Rd. Bangklo,Bangkok,,10120,,L,0,02-6839155,,02-6839150,,,3121-0000-0,,,0,TRUE,FALSE,FALSE,FALSE,30,0,0.00000,"999,999,999.00",FALSE,,,,,,,0,TRUE,,
LPPUREF01,"P.Pure Function Co., Ltd.",FALSE,,,,,,,,L,0,,,,,,3121-0000-0,,,0,TRUE,FALSE,FALSE,FALSE,30,0,0.00000,"999,999,999.00",FALSE,,,,,,,0,TRUE,,
LPRACHA01,Prachakpanich,FALSE,,,,,,,,L,0,,,,,,3121-0000-0,,,0,TRUE,FALSE,FALSE,FALSE,30,0,0.00000,"999,999,999.00",FALSE,,,,,,,0,TRUE,,
LPRAPHA01,Praphat Machinery Limited Partnership,FALSE,,,,,,,,L,0,02-2246577,02-2245973,02-2246577,,,3121-0000-0,,,0,TRUE,FALSE,FALSE,FALSE,30,0,0.00000,"999,999,999.00",FALSE,,,,,,,0,TRUE,,
LPRASAR01,Prasart Thong,FALSE,,,,,,,,L,0,,,,,,3121-0000-0,,,0,TRUE,FALSE,FALSE,FALSE,30,0,0.00000,"999,999,999.00",FALSE,,,,,,,0,TRUE,,
LPRASAT01,Plasatthong Subdistrict Administration,FALSE,,,,,,,,L,0,,,,,,3121-0000-0,,,0,FALSE,TRUE,FALSE,FALSE,0,0,0.00000,"999,999,999.00",FALSE,,,,,,,0,TRUE,,
LPRASIT01,"Prasit Industrial Supply Co., Ltd.",FALSE,,,,,,,,L,0,,,,,,3121-0000-0,,,0,TRUE,FALSE,FALSE,FALSE,30,0,0.00000,"999,999,999.00",FALSE,,,,,,,0,TRUE,,
LPRASON01,"Prasongkit Tour Ltd., Part.",FALSE,,,,,,,,L,0,,,,,,3121-0000-0,,,0,TRUE,FALSE,FALSE,FALSE,30,0,0.00000,"999,999,999.00",FALSE,,,,,,,0,TRUE,,
LPRATNA01,Pratnaphanich,FALSE,,,,,,,,L,0,035-221166,,035-221166,,,3121-0000-0,,,0,TRUE,FALSE,FALSE,FALSE,30,0,0.00000,"999,999,999.00",FALSE,,,,,,,0,TRUE,,
LPRECHA01,Precha Cutting Steel,FALSE,,,,,,,,L,0,02-909-0527-28,,02-529-4854,,,3121-0000-0,,,0,TRUE,FALSE,FALSE,FALSE,30,0,0.00000,"999,999,999.00",FALSE,,,,,,,0,TRUE,,
LPRECIS01,"Precision I.N. (Thailand) Co., Ltd.",FALSE,,,,,,,,L,0,,,,,,3121-0000-0,,,0,TRUE,FALSE,FALSE,FALSE,30,0,0.00000,"999,999,999.00",FALSE,,,,,,,0,TRUE,,
LPRECIS02,"Precision Products Co., Ltd.",FALSE,,,,,,,,L,0,,,,,,3121-0000-0,,,0,TRUE,FALSE,FALSE,FALSE,30,0,0.00000,"999,999,999.00",FALSE,,,,,,,0,TRUE,,
LPREMIE01,"Premier Automation Center Co.,Ltd.",FALSE,,"427 onnut rd., Prawet,",,"Bangkok,",,10250,Thailand,L,0,02-3210099,,"02-3210099,023210906",,,3121-0000-0,,,0,TRUE,FALSE,FALSE,FALSE,30,0,0.00000,"999,999,999.00",FALSE,,,,,,,0,TRUE,,
LPRESID01,"President Park Spi Co., Ltd.",FALSE,,,,,,,,L,0,,,,,,3121-0000-0,,,0,TRUE,FALSE,FALSE,FALSE,30,0,0.00000,"999,999,999.00",FALSE,,,,,,,0,TRUE,,
LPRIBOO01,Priboonpephat,FALSE,,,,,,,,L,0,035-241412,,035-241412,,,3121-0000-0,,,0,TRUE,FALSE,FALSE,FALSE,30,0,0.00000,"999,999,999.00",FALSE,,,,,,,0,TRUE,,
LPRICEW01,Price Waterhouse Cooper,FALSE,,,,,,,,L,0,,,,,,3121-0000-0,,,0,TRUE,FALSE,FALSE,FALSE,30,0,0.00000,"999,999,999.00",FALSE,,,,,,,0,TRUE,,
LPRICEW02,Price Waterhouse Legal & Tax,FALSE,,,,,,,,L,0,,,,,,3121-0000-0,,,0,TRUE,FALSE,FALSE,FALSE,30,0,0.00000,"999,999,999.00",FALSE,,,,,,,0,TRUE,,
LPRIMAX01,"Primax Genaral Co.,Ltd.",FALSE,,,,,,,,,0,02-9082279,,02-5292822,,,3121-0000-0,,,0,TRUE,FALSE,FALSE,FALSE,30,0,0.00000,"999,999,999.00",FALSE,,,,,,9/15/09,0,TRUE,,
LPRIMER01,Prime Real Estate (Bel-Aire),FALSE,,,,,,,,L,0,,,,,,3121-0000-0,,,0,TRUE,FALSE,FALSE,FALSE,30,0,0.00000,"999,999,999.00",FALSE,,,,,,,0,TRUE,,
LPRIMUS01,"Primus Co., Ltd.",FALSE,,,,,,,,L,0,,,,,,3121-0000-0,,,0,TRUE,FALSE,FALSE,FALSE,30,0,0.00000,"999,999,999.00",FALSE,,,,,,,0,TRUE,,
LPROACT01,Proactive Freight & Service,FALSE,,,,,,,,L,0,,,,,,3121-0000-0,,,0,TRUE,FALSE,FALSE,FALSE,30,0,0.00000,"999,999,999.00",FALSE,,,,,,,0,TRUE,,
LPROASI01,"Pro-Asia Plastic Ltd., Part.",FALSE,,,,,,,,L,0,,,,,,3121-0000-0,,,0,TRUE,FALSE,FALSE,FALSE,30,0,0.00000,"999,999,999.00",FALSE,,,,,,,0,TRUE,,
LPROFES01,Professional Supply,FALSE,,,,,,,,L,0,,,,,,3121-0000-0,,,0,TRUE,FALSE,FALSE,FALSE,30,0,0.00000,"999,999,999.00",FALSE,,,,,,,0,TRUE,,
LPROLIN01,"Proline System Co., Ltd.",FALSE,,,,,,,,L,0,,,,,,3121-0000-0,,,0,TRUE,FALSE,FALSE,FALSE,30,0,0.00000,"999,999,999.00",FALSE,,,,,,,0,TRUE,,
LPRONET01,"Pronet International Co., Ltd.",FALSE,,,,,,,,L,0,,,,,,3121-0000-0,,,0,TRUE,FALSE,FALSE,FALSE,30,0,0.00000,"999,999,999.00",FALSE,,,,,,,0,TRUE,,
LPROPRI01,Pro-Print Prepress Limited Partnership,FALSE,,,,,,,,L,0,02-5293737,02-5293738,02-5290841,,,3121-0000-0,,,0,TRUE,FALSE,FALSE,FALSE,30,0,0.00000,"999,999,999.00",FALSE,,,,,,,0,TRUE,,
LPRORES01,Proressional Office Center,FALSE,,,,,,,,L,0,,,,,,3121-0000-0,,,0,TRUE,FALSE,FALSE,FALSE,30,0,0.00000,"999,999,999.00",FALSE,,,,,,,0,TRUE,,
LPROSTA01,"Pro Standpoint Co., Ltd.",FALSE,,,,,,,,L,0,,,,,,3121-0000-0,,,0,TRUE,FALSE,FALSE,FALSE,30,0,0.00000,"999,999,999.00",FALSE,,,,,,,0,TRUE,,
LPROSUP01,"Pro Supply Engineering Co., Ltd.",FALSE,,,,,,,,L,0,,,,,,3121-0000-0,,,0,TRUE,FALSE,FALSE,FALSE,30,0,0.00000,"999,999,999.00",FALSE,,,,,,,0,TRUE,,
LPROTOO01,"Protool (Thailand) Co., Ltd.",FALSE,,,,,,,,L,0,,,,,,3121-0000-0,,,0,TRUE,FALSE,FALSE,FALSE,30,0,0.00000,"999,999,999.00",FALSE,,,,,,,0,TRUE,,
LPROTOT01,"Prototype Machine Tool Co.,Ltd.",FALSE,,52/19 Moo.2 T.Talingchan,Bangpa-in,Ayutthaya,,13160,Thaiand,,0,035-236638-9,,035-236291,,,3121-0000-0,,,0,TRUE,FALSE,FALSE,FALSE,30,0,0.00000,"999,999,999.00",FALSE,,,,,,7/31/08,0,TRUE,,
LPSKTDE01,PSKT Design&Service Limited Partnership,FALSE,,"15 Moo 3 Liabklongsam Road,",Klongsam Klongluang,Pathumthani,,12150,Thaiand,,0,02-9042307,,02-9042306,,,3121-0000-0,,,0,TRUE,FALSE,FALSE,FALSE,30,0,0.00000,"999,999,999.00",FALSE,,,,,,2/9/08,0,TRUE,,
